time,forecast_inflow_m3h,capacity_ratio,warning_level,advice,lead_time_min
2026-08-14 10:10:00,4729.9,0.591,正常,常规运行,120
2026-08-14 10:15:00,4664.0,0.583,正常,常规运行,120
2026-08-14 10:20:00,4643.7,0.58,正常,常规运行,120
2026-08-14 10:25:00,4577.4,0.572,正常,常规运行,120
2026-08-14 10:30:00,4599.5,0.575,正常,常规运行,120
2026-08-14 10:35:00,4510.6,0.564,正常,常规运行,120
2026-08-14 10:40:00,4512.6,0.564,正常,常规运行,120
2026-08-14 10:45:00,4603.1,0.575,正常,常规运行,120
2026-08-14 10:50:00,4521.1,0.565,正常,常规运行,120
2026-08-14 10:55:00,4506.2,0.563,正常,常规运行,120
2026-08-14 11:00:00,4547.6,0.568,正常,常规运行,120
2026-08-14 11:05:00,4495.6,0.562,正常,常规运行,120
2026-08-14 11:10:00,4435.7,0.554,正常,常规运行,120
2026-08-14 11:15:00,4422.4,0.553,正常,常规运行,120
2026-08-14 11:20:00,4411.2,0.551,正常,常规运行,120
2026-08-14 11:25:00,4435.0,0.554,正常,常规运行,120
2026-08-14 11:30:00,4460.8,0.558,正常,常规运行,120
2026-08-14 11:35:00,4388.7,0.549,正常,常规运行,120
2026-08-14 11:40:00,4392.7,0.549,正常,常规运行,120
2026-08-14 11:45:00,4426.0,0.553,正常,常规运行,120
2026-08-14 11:50:00,4380.5,0.548,正常,常规运行,120
2026-08-14 11:55:00,4426.2,0.553,正常,常规运行,120
2026-08-14 12:00:00,4348.0,0.543,正常,常规运行,120
2026-08-14 12:05:00,4380.5,0.548,正常,常规运行,120
2026-08-14 12:10:00,4404.6,0.551,正常,常规运行,120
2026-08-14 12:15:00,4360.1,0.545,正常,常规运行,120
2026-08-14 12:20:00,4384.5,0.548,正常,常规运行,120
2026-08-14 12:25:00,4375.9,0.547,正常,常规运行,120
2026-08-14 12:30:00,4425.7,0.553,正常,常规运行,120
2026-08-14 12:35:00,4362.7,0.545,正常,常规运行,120
2026-08-14 12:40:00,4372.2,0.547,正常,常规运行,120
2026-08-14 12:45:00,4409.7,0.551,正常,常规运行,120
2026-08-14 12:50:00,4366.8,0.546,正常,常规运行,120
2026-08-14 12:55:00,4380.0,0.548,正常,常规运行,120
2026-08-14 13:00:00,4343.4,0.543,正常,常规运行,120
2026-08-14 13:05:00,4428.8,0.554,正常,常规运行,120
2026-08-14 13:10:00,4379.3,0.547,正常,常规运行,120
2026-08-14 13:15:00,4419.4,0.552,正常,常规运行,120
2026-08-14 13:20:00,4427.5,0.553,正常,常规运行,120
2026-08-14 13:25:00,4498.2,0.562,正常,常规运行,120
2026-08-14 13:30:00,4492.1,0.562,正常,常规运行,120
2026-08-14 13:35:00,4507.3,0.563,正常,常规运行,120
2026-08-14 13:40:00,4567.5,0.571,正常,常规运行,120
2026-08-14 13:45:00,4544.9,0.568,正常,常规运行,120
2026-08-14 13:50:00,4545.3,0.568,正常,常规运行,120
2026-08-14 13:55:00,4508.6,0.564,正常,常规运行,120
2026-08-14 14:00:00,4564.9,0.571,正常,常规运行,120
2026-08-14 14:05:00,4600.5,0.575,正常,常规运行,120
2026-08-14 14:10:00,4616.4,0.577,正常,常规运行,120
2026-08-14 14:15:00,4585.0,0.573,正常,常规运行,120
2026-08-14 14:20:00,4579.2,0.572,正常,常规运行,120
2026-08-14 14:25:00,4575.8,0.572,正常,常规运行,120
2026-08-14 14:30:00,4632.7,0.579,正常,常规运行,120
2026-08-14 14:35:00,4635.9,0.579,正常,常规运行,120
2026-08-14 14:40:00,4679.8,0.585,正常,常规运行,120
2026-08-14 14:45:00,4699.6,0.587,正常,常规运行,120
2026-08-14 14:50:00,4728.0,0.591,正常,常规运行,120
2026-08-14 14:55:00,4762.1,0.595,正常,常规运行,120
2026-08-14 15:00:00,4861.4,0.608,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:05:00,4827.0,0.603,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:10:00,4843.0,0.605,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:15:00,4860.8,0.608,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:20:00,4857.8,0.607,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:25:00,4972.8,0.622,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:30:00,4917.7,0.615,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:35:00,4926.9,0.616,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:40:00,5002.9,0.625,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:45:00,4994.4,0.624,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:50:00,5108.0,0.638,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 15:55:00,5001.8,0.625,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:00:00,5121.1,0.64,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:05:00,5101.3,0.638,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:10:00,5172.3,0.647,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:15:00,5094.9,0.637,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:20:00,5200.2,0.65,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:25:00,5263.0,0.658,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:30:00,5310.7,0.664,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:35:00,5291.6,0.661,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:40:00,5339.0,0.667,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:45:00,5346.3,0.668,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:50:00,5378.0,0.672,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 16:55:00,5430.6,0.679,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:00:00,5478.1,0.685,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:05:00,5446.8,0.681,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:10:00,5544.9,0.693,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:15:00,5453.2,0.682,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:20:00,5649.2,0.706,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:25:00,5490.5,0.686,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:30:00,5448.0,0.681,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:35:00,5706.3,0.713,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:40:00,5443.9,0.68,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:45:00,5445.3,0.681,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:50:00,5486.7,0.686,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 17:55:00,5478.6,0.685,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:00:00,5482.3,0.685,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:05:00,5481.2,0.685,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:10:00,5495.7,0.687,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:15:00,5486.6,0.686,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:20:00,5472.8,0.684,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:25:00,5474.8,0.684,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:30:00,5455.3,0.682,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:35:00,5526.9,0.691,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:40:00,5444.4,0.681,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:45:00,5468.7,0.684,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:50:00,5432.4,0.679,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 18:55:00,5438.1,0.68,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:00:00,5435.4,0.679,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:05:00,5432.6,0.679,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:10:00,5362.1,0.67,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:15:00,5379.6,0.672,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:20:00,5316.3,0.665,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:25:00,5269.0,0.659,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:30:00,5188.8,0.649,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:35:00,5266.9,0.658,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:40:00,5276.4,0.66,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:45:00,5162.0,0.645,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:50:00,5161.5,0.645,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 19:55:00,5253.5,0.657,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:00:00,5124.3,0.641,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:05:00,5150.6,0.644,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:10:00,5011.2,0.626,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:15:00,5105.1,0.638,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:20:00,4951.4,0.619,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:25:00,5066.8,0.633,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:30:00,4965.2,0.621,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:35:00,4901.0,0.613,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:40:00,4804.3,0.601,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:45:00,4859.3,0.607,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:50:00,4819.3,0.602,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 20:55:00,4821.6,0.603,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 21:00:00,4759.0,0.595,正常,常规运行,120
2026-08-14 21:05:00,4747.0,0.593,正常,常规运行,120
2026-08-14 21:10:00,4663.7,0.583,正常,常规运行,120
2026-08-14 21:15:00,4976.6,0.622,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 21:20:00,4651.4,0.581,正常,常规运行,120
2026-08-14 21:25:00,5069.3,0.634,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-14 21:30:00,4603.9,0.575,正常,常规运行,120
2026-08-14 21:35:00,4609.6,0.576,正常,常规运行,120
2026-08-14 21:40:00,4580.7,0.573,正常,常规运行,120
2026-08-14 21:45:00,4542.2,0.568,正常,常规运行,120
2026-08-14 21:50:00,4474.7,0.559,正常,常规运行,120
2026-08-14 21:55:00,4362.5,0.545,正常,常规运行,120
2026-08-14 22:00:00,4355.5,0.544,正常,常规运行,120
2026-08-14 22:05:00,4012.6,0.502,正常,常规运行,120
2026-08-14 22:10:00,3839.2,0.48,正常,常规运行,120
2026-08-14 22:15:00,3724.1,0.466,正常,常规运行,120
2026-08-14 22:20:00,3791.9,0.474,正常,常规运行,120
2026-08-14 22:25:00,3804.3,0.476,正常,常规运行,120
2026-08-14 22:30:00,3642.6,0.455,正常,常规运行,120
2026-08-14 22:35:00,3539.2,0.442,正常,常规运行,120
2026-08-14 22:40:00,3641.1,0.455,正常,常规运行,120
2026-08-14 22:45:00,3595.2,0.449,正常,常规运行,120
2026-08-14 22:50:00,3584.1,0.448,正常,常规运行,120
2026-08-14 22:55:00,3511.0,0.439,正常,常规运行,120
2026-08-14 23:00:00,3597.1,0.45,正常,常规运行,120
2026-08-14 23:05:00,3446.3,0.431,正常,常规运行,120
2026-08-14 23:10:00,3607.2,0.451,正常,常规运行,120
2026-08-14 23:15:00,3390.8,0.424,正常,常规运行,120
2026-08-14 23:20:00,3412.1,0.427,正常,常规运行,120
2026-08-14 23:25:00,3275.3,0.409,正常,常规运行,120
2026-08-14 23:30:00,3330.0,0.416,正常,常规运行,120
2026-08-14 23:35:00,3200.2,0.4,正常,常规运行,120
2026-08-14 23:40:00,3166.3,0.396,正常,常规运行,120
2026-08-14 23:45:00,3092.2,0.387,正常,常规运行,120
2026-08-14 23:50:00,3087.4,0.386,正常,常规运行,120
2026-08-14 23:55:00,3014.0,0.377,正常,常规运行,120
2026-08-15 00:00:00,2959.9,0.37,正常,常规运行,120
2026-08-15 00:05:00,2898.3,0.362,正常,常规运行,120
2026-08-15 00:10:00,2908.3,0.364,正常,常规运行,120
2026-08-15 00:15:00,2833.0,0.354,正常,常规运行,120
2026-08-15 00:20:00,2784.7,0.348,正常,常规运行,120
2026-08-15 00:25:00,2781.5,0.348,正常,常规运行,120
2026-08-15 00:30:00,2727.7,0.341,正常,常规运行,120
2026-08-15 00:35:00,2751.7,0.344,正常,常规运行,120
2026-08-15 00:40:00,2726.1,0.341,正常,常规运行,120
2026-08-15 00:45:00,2689.6,0.336,正常,常规运行,120
2026-08-15 00:50:00,2694.6,0.337,正常,常规运行,120
2026-08-15 00:55:00,2672.5,0.334,正常,常规运行,120
2026-08-15 01:00:00,2676.3,0.335,正常,常规运行,120
2026-08-15 01:05:00,2649.5,0.331,正常,常规运行,120
2026-08-15 01:10:00,2655.7,0.332,正常,常规运行,120
2026-08-15 01:15:00,2662.4,0.333,正常,常规运行,120
2026-08-15 01:20:00,2703.6,0.338,正常,常规运行,120
2026-08-15 01:25:00,2686.2,0.336,正常,常规运行,120
2026-08-15 01:30:00,2642.6,0.33,正常,常规运行,120
2026-08-15 01:35:00,2664.5,0.333,正常,常规运行,120
2026-08-15 01:40:00,2650.5,0.331,正常,常规运行,120
2026-08-15 01:45:00,2665.9,0.333,正常,常规运行,120
2026-08-15 01:50:00,2660.0,0.333,正常,常规运行,120
2026-08-15 01:55:00,2690.9,0.336,正常,常规运行,120
2026-08-15 02:00:00,2718.2,0.34,正常,常规运行,120
2026-08-15 02:05:00,2705.2,0.338,正常,常规运行,120
2026-08-15 02:10:00,2737.8,0.342,正常,常规运行,120
2026-08-15 02:15:00,2787.8,0.348,正常,常规运行,120
2026-08-15 02:20:00,2849.3,0.356,正常,常规运行,120
2026-08-15 02:25:00,2849.9,0.356,正常,常规运行,120
2026-08-15 02:30:00,2869.1,0.359,正常,常规运行,120
2026-08-15 02:35:00,2920.0,0.365,正常,常规运行,120
2026-08-15 02:40:00,2969.4,0.371,正常,常规运行,120
2026-08-15 02:45:00,3046.4,0.381,正常,常规运行,120
2026-08-15 02:50:00,3107.4,0.388,正常,常规运行,120
2026-08-15 02:55:00,3155.9,0.394,正常,常规运行,120
2026-08-15 03:00:00,3230.4,0.404,正常,常规运行,120
2026-08-15 03:05:00,3275.3,0.409,正常,常规运行,120
2026-08-15 03:10:00,3198.2,0.4,正常,常规运行,120
2026-08-15 03:15:00,3369.8,0.421,正常,常规运行,120
2026-08-15 03:20:00,3358.6,0.42,正常,常规运行,120
2026-08-15 03:25:00,3441.2,0.43,正常,常规运行,120
2026-08-15 03:30:00,3485.2,0.436,正常,常规运行,120
2026-08-15 03:35:00,3472.6,0.434,正常,常规运行,120
2026-08-15 03:40:00,3657.7,0.457,正常,常规运行,120
2026-08-15 03:45:00,3659.4,0.457,正常,常规运行,120
2026-08-15 03:50:00,3779.8,0.472,正常,常规运行,120
2026-08-15 03:55:00,3790.6,0.474,正常,常规运行,120
2026-08-15 04:00:00,3867.7,0.483,正常,常规运行,120
2026-08-15 04:05:00,3879.7,0.485,正常,常规运行,120
2026-08-15 04:10:00,4013.9,0.502,正常,常规运行,120
2026-08-15 04:15:00,4026.4,0.503,正常,常规运行,120
2026-08-15 04:20:00,4147.9,0.518,正常,常规运行,120
2026-08-15 04:25:00,4096.8,0.512,正常,常规运行,120
2026-08-15 04:30:00,4234.0,0.529,正常,常规运行,120
2026-08-15 04:35:00,4361.2,0.545,正常,常规运行,120
2026-08-15 04:40:00,4361.5,0.545,正常,常规运行,120
2026-08-15 04:45:00,4418.2,0.552,正常,常规运行,120
2026-08-15 04:50:00,4450.8,0.556,正常,常规运行,120
2026-08-15 04:55:00,4577.0,0.572,正常,常规运行,120
2026-08-15 05:00:00,4556.8,0.57,正常,常规运行,120
2026-08-15 05:05:00,4593.0,0.574,正常,常规运行,120
2026-08-15 05:10:00,4698.0,0.587,正常,常规运行,120
2026-08-15 05:15:00,4766.0,0.596,正常,常规运行,120
2026-08-15 05:20:00,4711.7,0.589,正常,常规运行,120
2026-08-15 05:25:00,4769.8,0.596,正常,常规运行,120
2026-08-15 05:30:00,4885.1,0.611,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 05:35:00,4924.3,0.616,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 05:40:00,5009.9,0.626,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 05:45:00,4952.5,0.619,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 05:50:00,4985.0,0.623,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 05:55:00,4991.4,0.624,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:00:00,5073.4,0.634,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:05:00,5116.1,0.64,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:10:00,5101.0,0.638,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:15:00,5195.6,0.649,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:20:00,5218.1,0.652,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:25:00,5161.9,0.645,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:30:00,5281.8,0.66,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:35:00,5217.0,0.652,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:40:00,5215.6,0.652,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:45:00,5275.0,0.659,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:50:00,5264.5,0.658,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 06:55:00,5165.0,0.646,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:00:00,5189.2,0.649,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:05:00,5384.0,0.673,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:10:00,5220.2,0.653,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:15:00,5273.9,0.659,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:20:00,5193.2,0.649,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:25:00,5181.6,0.648,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:30:00,5207.4,0.651,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:35:00,5243.6,0.655,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:40:00,5078.8,0.635,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:45:00,5165.7,0.646,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:50:00,5059.3,0.632,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 07:55:00,5129.1,0.641,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:00:00,5077.4,0.635,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:05:00,5132.0,0.642,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:10:00,5187.5,0.648,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:15:00,5305.9,0.663,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:20:00,5043.6,0.63,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:25:00,4900.5,0.613,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:30:00,4954.6,0.619,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:35:00,4856.0,0.607,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:40:00,4999.1,0.625,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:45:00,4786.0,0.598,正常,常规运行,120
2026-08-15 08:50:00,4843.2,0.605,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 08:55:00,4768.2,0.596,正常,常规运行,120
2026-08-15 09:00:00,4733.3,0.592,正常,常规运行,120
2026-08-15 09:05:00,4710.3,0.589,正常,常规运行,120
2026-08-15 09:10:00,4688.7,0.586,正常,常规运行,120
2026-08-15 09:15:00,4634.2,0.579,正常,常规运行,120
2026-08-15 09:20:00,4513.4,0.564,正常,常规运行,120
2026-08-15 09:25:00,4654.8,0.582,正常,常规运行,120
2026-08-15 09:30:00,4553.2,0.569,正常,常规运行,120
2026-08-15 09:35:00,4497.5,0.562,正常,常规运行,120
2026-08-15 09:40:00,4501.8,0.563,正常,常规运行,120
2026-08-15 09:45:00,4549.8,0.569,正常,常规运行,120
2026-08-15 09:50:00,4415.7,0.552,正常,常规运行,120
2026-08-15 09:55:00,4425.4,0.553,正常,常规运行,120
2026-08-15 10:00:00,4361.0,0.545,正常,常规运行,120
2026-08-15 10:05:00,4381.6,0.548,正常,常规运行,120
2026-08-15 10:10:00,4301.5,0.538,正常,常规运行,120
2026-08-15 10:15:00,4348.7,0.544,正常,常规运行,120
2026-08-15 10:20:00,4249.2,0.531,正常,常规运行,120
2026-08-15 10:25:00,4270.8,0.534,正常,常规运行,120
2026-08-15 10:30:00,4280.0,0.535,正常,常规运行,120
2026-08-15 10:35:00,4238.5,0.53,正常,常规运行,120
2026-08-15 10:40:00,4190.6,0.524,正常,常规运行,120
2026-08-15 10:45:00,4232.7,0.529,正常,常规运行,120
2026-08-15 10:50:00,4128.7,0.516,正常,常规运行,120
2026-08-15 10:55:00,4114.6,0.514,正常,常规运行,120
2026-08-15 11:00:00,4008.9,0.501,正常,常规运行,120
2026-08-15 11:05:00,4061.8,0.508,正常,常规运行,120
2026-08-15 11:10:00,4114.3,0.514,正常,常规运行,120
2026-08-15 11:15:00,4061.0,0.508,正常,常规运行,120
2026-08-15 11:20:00,4070.5,0.509,正常,常规运行,120
2026-08-15 11:25:00,4053.8,0.507,正常,常规运行,120
2026-08-15 11:30:00,4134.7,0.517,正常,常规运行,120
2026-08-15 11:35:00,3989.5,0.499,正常,常规运行,120
2026-08-15 11:40:00,4051.3,0.506,正常,常规运行,120
2026-08-15 11:45:00,4010.3,0.501,正常,常规运行,120
2026-08-15 11:50:00,4135.2,0.517,正常,常规运行,120
2026-08-15 11:55:00,4041.5,0.505,正常,常规运行,120
2026-08-15 12:00:00,4149.1,0.519,正常,常规运行,120
2026-08-15 12:05:00,4058.7,0.507,正常,常规运行,120
2026-08-15 12:10:00,4013.1,0.502,正常,常规运行,120
2026-08-15 12:15:00,4039.2,0.505,正常,常规运行,120
2026-08-15 12:20:00,4044.3,0.506,正常,常规运行,120
2026-08-15 12:25:00,4069.3,0.509,正常,常规运行,120
2026-08-15 12:30:00,4069.3,0.509,正常,常规运行,120
2026-08-15 12:35:00,4065.7,0.508,正常,常规运行,120
2026-08-15 12:40:00,4077.1,0.51,正常,常规运行,120
2026-08-15 12:45:00,3981.1,0.498,正常,常规运行,120
2026-08-15 12:50:00,4099.9,0.512,正常,常规运行,120
2026-08-15 12:55:00,4074.2,0.509,正常,常规运行,120
2026-08-15 13:00:00,3992.8,0.499,正常,常规运行,120
2026-08-15 13:05:00,4020.6,0.503,正常,常规运行,120
2026-08-15 13:10:00,4118.4,0.515,正常,常规运行,120
2026-08-15 13:15:00,4128.8,0.516,正常,常规运行,120
2026-08-15 13:20:00,3970.2,0.496,正常,常规运行,120
2026-08-15 13:25:00,4080.9,0.51,正常,常规运行,120
2026-08-15 13:30:00,4041.0,0.505,正常,常规运行,120
2026-08-15 13:35:00,4145.3,0.518,正常,常规运行,120
2026-08-15 13:40:00,4045.6,0.506,正常,常规运行,120
2026-08-15 13:45:00,4136.2,0.517,正常,常规运行,120
2026-08-15 13:50:00,4159.0,0.52,正常,常规运行,120
2026-08-15 13:55:00,4084.6,0.511,正常,常规运行,120
2026-08-15 14:00:00,4169.1,0.521,正常,常规运行,120
2026-08-15 14:05:00,4137.3,0.517,正常,常规运行,120
2026-08-15 14:10:00,4166.8,0.521,正常,常规运行,120
2026-08-15 14:15:00,4150.9,0.519,正常,常规运行,120
2026-08-15 14:20:00,4231.3,0.529,正常,常规运行,120
2026-08-15 14:25:00,4331.2,0.541,正常,常规运行,120
2026-08-15 14:30:00,4365.6,0.546,正常,常规运行,120
2026-08-15 14:35:00,4279.3,0.535,正常,常规运行,120
2026-08-15 14:40:00,4357.0,0.545,正常,常规运行,120
2026-08-15 14:45:00,4515.0,0.564,正常,常规运行,120
2026-08-15 14:50:00,4384.3,0.548,正常,常规运行,120
2026-08-15 14:55:00,4415.6,0.552,正常,常规运行,120
2026-08-15 15:00:00,4432.1,0.554,正常,常规运行,120
2026-08-15 15:05:00,4452.9,0.557,正常,常规运行,120
2026-08-15 15:10:00,4470.4,0.559,正常,常规运行,120
2026-08-15 15:15:00,4504.4,0.563,正常,常规运行,120
2026-08-15 15:20:00,4528.4,0.566,正常,常规运行,120
2026-08-15 15:25:00,4562.0,0.57,正常,常规运行,120
2026-08-15 15:30:00,4580.5,0.573,正常,常规运行,120
2026-08-15 15:35:00,4590.6,0.574,正常,常规运行,120
2026-08-15 15:40:00,4670.0,0.584,正常,常规运行,120
2026-08-15 15:45:00,4657.0,0.582,正常,常规运行,120
2026-08-15 15:50:00,4673.5,0.584,正常,常规运行,120
2026-08-15 15:55:00,4840.4,0.605,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 16:00:00,4687.4,0.586,正常,常规运行,120
2026-08-15 16:05:00,4739.3,0.592,正常,常规运行,120
2026-08-15 16:10:00,4865.1,0.608,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 16:15:00,4871.9,0.609,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 16:20:00,4856.8,0.607,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 16:25:00,4973.9,0.622,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 16:30:00,5574.1,0.697,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 16:35:00,5293.3,0.662,蓝色,加强监视：关注上游液位与雨量变化趋势,120
2026-08-15 16:40:00,5942.0,0.743,蓝色,加强监视：关注上游液位与雨量变化趋势,120
