time,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,PLANT_IN,B101,B102,B103,B104,B105,B201,B202,B203,B204,B205,B301,B302,B303,B304,B305,B401,B402,B403,B404,B405,B501,B502,B503,B504,B505,B601,B602,B603,B604,B605
2026-06-01 16:25:00,1044.2,1201.3,413.0,1188.8,631.5,328.2,905.1,971.5,624.1,794.1,506.5,382.1,430.2,852.4,908.1,419.4,571.1,1062.8,1032.9,695.2,1061.9,903.8,584.1,796.5,697.1,759.9,620.4,369.9,903.8,650.2,551.1,654.3,1089.1,356.3,374.9,426.7,371.9,642.1,947.1,580.6,1026.3,655.0,679.5
2026-06-01 16:30:00,1112.4,1203.4,415.4,1128.4,673.9,339.2,899.5,983.6,636.7,812.9,508.9,383.8,408.5,885.6,950.7,403.5,582.2,1071.9,985.2,689.3,1055.7,901.1,614.2,716.4,655.9,721.1,593.2,349.5,967.6,581.3,594.0,650.9,1069.1,363.8,401.6,418.3,346.2,658.5,955.2,525.9,1094.9,668.0,684.9
2026-06-01 16:35:00,1098.0,1136.4,420.6,1073.1,658.8,327.6,960.7,996.5,683.5,763.0,520.2,379.0,411.6,872.5,932.7,422.3,566.5,1038.1,1060.9,738.0,1052.5,878.1,573.4,743.3,678.0,765.5,592.6,364.3,1014.5,634.7,552.5,671.7,1053.9,352.3,377.5,453.0,397.1,663.2,987.9,561.2,1134.1,665.2,643.2
2026-06-01 16:40:00,1119.0,1190.4,396.3,1124.5,673.9,342.0,942.5,997.1,626.0,785.0,533.5,409.6,427.9,855.7,953.5,431.5,574.4,1029.9,995.3,758.6,1059.5,876.8,566.8,757.3,700.1,748.3,626.7,381.1,978.9,641.2,590.7,672.0,1051.4,329.7,369.6,417.9,367.0,655.4,936.3,561.6,1144.3,640.0,692.6
2026-06-01 16:45:00,1062.3,1170.6,420.6,1075.4,645.9,341.8,905.4,1065.2,642.5,808.1,524.7,413.3,438.9,835.6,970.3,421.0,584.4,1062.4,1003.2,707.3,1106.0,850.0,584.3,780.2,666.2,749.9,661.6,348.1,973.9,642.6,554.8,659.0,1047.3,340.8,374.3,451.4,390.3,657.3,941.8,561.4,1094.0,611.4,704.2
2026-06-01 16:50:00,1033.5,1194.9,404.2,1162.7,691.1,329.3,901.3,1029.7,679.6,824.1,509.6,415.5,424.7,851.8,983.2,411.8,603.1,1102.3,985.7,676.7,1019.8,909.7,603.7,773.7,709.7,768.8,627.3,373.4,938.7,661.5,556.3,686.3,1099.2,367.0,371.6,419.0,390.4,686.8,960.9,583.3,1102.7,649.7,724.1
2026-06-01 16:55:00,1061.9,1184.0,417.9,1091.7,650.3,375.4,972.8,1019.3,668.7,817.8,490.9,399.3,451.2,899.5,972.2,426.5,584.5,1098.7,1005.1,717.0,1048.7,881.2,544.1,783.2,699.1,772.2,631.6,345.7,1015.9,643.2,562.7,690.0,1077.7,365.6,376.0,434.3,400.8,692.3,978.2,565.9,1128.3,621.4,690.4
2026-06-01 17:00:00,1071.7,1218.3,411.6,1128.7,690.4,342.3,944.9,1044.3,652.3,828.1,516.1,425.3,417.8,889.4,1061.8,433.4,609.1,1056.8,1100.7,663.9,1103.6,899.4,610.4,803.1,726.3,788.5,629.1,367.1,968.4,607.6,558.0,690.3,1103.3,372.9,386.7,444.3,381.1,665.3,953.5,563.4,1082.3,652.0,701.2
2026-06-01 17:05:00,1069.5,1178.5,421.0,1099.1,664.0,343.6,904.5,1067.2,691.2,821.9,510.0,424.0,417.8,869.9,962.6,417.6,610.0,1102.4,984.9,679.0,1095.8,915.0,591.7,829.8,714.8,752.2,626.2,367.3,1012.5,639.7,544.6,673.7,1100.1,398.4,382.1,430.2,400.4,684.8,948.1,570.6,1088.8,677.9,709.8
2026-06-01 17:10:00,1101.3,1169.4,416.4,1111.2,673.5,360.1,901.5,1040.5,695.9,807.7,522.7,417.7,419.0,924.3,1040.8,417.1,594.8,1113.2,1031.6,715.6,1112.1,868.9,575.5,817.6,701.6,788.9,636.9,351.9,1020.8,644.0,559.3,677.7,1095.8,371.3,405.1,431.7,415.2,671.9,925.2,571.1,1160.1,703.2,731.4
2026-06-01 17:15:00,1051.4,1213.0,376.7,1181.4,716.8,370.2,924.2,1085.0,685.6,835.4,541.4,418.0,419.9,876.4,1003.2,438.7,646.9,1117.3,994.3,676.5,1066.3,861.8,589.6,802.8,713.1,752.3,663.7,385.0,1013.5,615.3,533.9,682.4,1123.4,369.5,401.8,443.7,400.9,748.0,930.8,549.7,1158.7,625.2,720.1
2026-06-01 17:20:00,1071.7,1193.5,417.2,1135.4,706.4,364.0,924.1,1020.7,669.8,848.2,542.0,414.2,448.8,909.3,991.6,444.3,596.6,1082.2,1024.1,698.3,1024.8,948.8,583.0,802.5,716.8,778.7,651.6,376.5,970.9,617.4,563.6,704.8,1052.4,376.0,403.5,461.8,389.7,678.0,934.4,586.9,1131.5,654.5,725.4
2026-06-01 17:25:00,1026.3,1197.1,422.7,1113.4,719.4,340.3,903.9,1103.3,676.3,850.3,574.0,427.3,433.7,891.3,1032.7,463.3,644.8,1125.6,929.5,671.9,1030.0,898.4,574.3,833.9,757.2,783.7,653.8,366.2,954.5,638.1,559.9,672.8,1121.4,360.4,392.1,453.2,384.7,706.8,956.7,559.5,1157.1,683.6,737.1
2026-06-01 17:30:00,1068.9,1146.1,419.9,1093.7,729.0,356.1,934.2,1070.0,694.8,865.6,554.7,448.0,430.4,939.0,1003.9,445.4,583.9,1156.2,1041.2,702.7,1054.1,874.3,561.2,855.5,718.3,812.6,655.0,382.3,949.0,621.4,566.8,650.8,1111.2,383.7,407.7,480.1,422.6,714.8,947.7,566.8,1133.6,666.5,729.5
2026-06-01 17:35:00,1051.4,1130.4,412.7,1068.9,681.0,334.5,942.2,1072.9,664.9,878.0,581.3,444.4,457.2,909.4,995.7,422.2,625.9,1148.1,990.7,723.3,1085.7,913.2,608.5,827.7,716.0,792.9,675.3,390.7,1018.0,639.6,544.9,677.1,1089.9,374.6,410.7,464.2,401.2,695.0,913.6,593.0,1103.3,678.9,706.0
2026-06-01 17:40:00,1024.1,1144.4,433.7,1089.4,729.1,364.8,958.0,1056.0,722.8,889.2,564.7,428.9,465.9,892.1,1077.7,466.2,608.1,1148.3,969.5,684.8,1050.9,870.8,584.8,802.3,717.0,789.4,681.2,361.8,951.2,620.4,563.6,673.0,1067.6,396.9,419.2,452.2,405.6,694.4,954.2,615.8,1089.0,682.9,756.0
2026-06-01 17:45:00,1036.4,1139.6,416.5,1134.8,667.4,338.2,1023.2,1042.3,733.6,858.9,573.9,441.7,471.7,887.3,957.4,454.4,620.3,1194.6,1000.1,695.1,1045.7,885.7,586.9,822.5,727.5,832.5,638.0,347.5,983.2,574.3,556.6,647.0,1092.9,360.9,395.0,423.3,441.6,710.4,923.1,573.0,1147.7,666.4,678.0
2026-06-01 17:50:00,1034.0,1185.2,417.2,1163.0,713.8,347.5,967.9,1031.3,695.8,838.0,552.6,422.6,471.9,892.7,1019.1,415.0,669.1,1148.2,974.1,676.1,1065.7,860.1,607.9,832.1,700.6,790.6,663.0,384.9,962.5,613.1,549.6,669.7,1103.4,380.2,403.0,440.9,423.8,701.3,920.5,534.2,1101.9,698.3,738.0
2026-06-01 17:55:00,1027.0,1188.0,423.7,1109.2,687.7,356.3,972.5,1063.8,710.8,917.1,543.4,449.1,449.8,874.4,1034.0,428.7,629.6,1117.1,932.7,675.1,1050.7,872.3,592.7,805.6,718.6,791.9,678.9,378.0,932.6,602.1,577.7,657.6,1040.0,374.0,395.0,460.6,428.4,727.5,942.9,557.1,1149.6,722.0,727.6
2026-06-01 18:00:00,1085.7,1144.9,414.2,1179.2,678.2,361.3,993.8,1110.8,730.9,897.3,556.7,430.8,468.9,857.6,1072.7,436.7,616.6,1120.5,891.8,670.7,1032.4,863.1,562.7,841.7,706.3,760.0,691.9,403.9,932.5,617.9,550.7,671.4,1101.9,369.8,437.4,444.1,436.4,708.2,942.9,589.0,1109.5,650.3,744.1
2026-06-01 18:05:00,1023.2,1195.2,397.6,1099.7,710.0,353.8,972.9,1062.6,749.5,865.0,566.7,453.3,474.6,902.7,1017.8,455.0,648.4,1158.5,1009.8,701.1,1011.0,847.9,600.6,827.8,710.4,802.0,687.5,385.3,968.1,611.5,533.2,678.8,1134.7,390.0,403.9,464.9,398.0,733.1,924.2,554.4,1160.4,689.1,711.3
2026-06-01 18:10:00,1013.9,1188.4,377.5,1113.3,716.1,372.8,992.5,1045.4,743.2,901.3,558.8,486.1,463.5,880.0,1112.9,412.6,633.3,1105.3,946.5,653.1,1067.8,870.8,613.2,850.7,748.4,786.1,703.7,394.5,930.9,583.8,563.0,656.9,1072.4,379.8,422.9,472.2,438.4,687.5,962.0,570.1,1081.7,711.2,704.4
2026-06-01 18:15:00,952.4,1145.1,400.1,1082.1,714.5,364.1,989.4,1068.3,674.8,925.6,554.8,440.9,475.1,879.5,1054.2,443.1,644.0,1146.7,930.7,672.1,1066.5,844.8,594.0,798.3,732.1,804.2,659.1,389.8,912.5,601.4,543.9,674.9,1112.1,399.4,410.1,466.3,441.6,718.0,855.9,567.6,1072.2,696.1,690.0
2026-06-01 18:20:00,984.1,1104.0,413.6,1148.2,698.6,362.9,984.9,1087.2,706.8,946.4,581.6,490.2,457.4,890.7,957.4,455.3,624.2,1175.6,928.2,684.0,996.8,872.8,568.0,779.5,715.8,817.3,698.3,374.8,897.8,604.3,561.5,655.6,1081.0,378.4,419.7,467.8,416.2,729.2,929.0,540.1,1113.1,651.5,689.2
2026-06-01 18:25:00,998.0,1180.0,398.5,1181.5,695.5,342.5,1062.6,1089.7,725.8,909.1,559.3,459.4,468.6,893.5,985.2,407.1,625.6,1201.9,979.7,690.7,1012.4,846.6,555.4,812.7,729.2,785.9,733.4,394.3,923.7,599.4,500.9,653.3,1069.6,380.3,409.3,500.5,432.6,763.3,871.6,580.5,1090.7,656.6,706.5
2026-06-01 18:30:00,980.0,1119.3,410.8,1049.2,702.1,373.3,1007.5,1097.7,705.7,933.5,552.2,444.5,485.3,891.1,1036.6,454.9,627.4,1108.6,919.7,677.8,1040.4,806.8,563.1,822.6,727.2,792.9,692.9,379.0,895.7,605.6,522.9,649.2,1034.2,408.2,421.3,474.6,436.5,702.2,893.7,553.9,1102.8,626.5,690.1
2026-06-01 18:35:00,1036.5,1120.1,401.2,1092.2,695.6,346.0,948.1,1136.6,755.7,873.9,561.2,445.7,504.1,935.7,992.8,456.2,658.1,1166.8,946.3,664.0,980.3,862.6,578.2,776.9,733.7,774.4,694.5,379.1,920.8,567.1,520.1,648.2,1040.6,369.4,413.6,472.6,416.1,768.3,890.3,543.8,1091.0,647.2,690.7
2026-06-01 18:40:00,984.8,1098.9,412.9,1141.1,698.5,372.3,989.7,1144.0,753.2,907.7,578.5,490.9,501.2,905.1,1043.5,433.0,638.2,1161.5,914.0,650.7,1020.9,858.9,598.4,805.4,699.0,801.1,704.0,383.0,968.2,579.1,492.4,621.8,1015.5,375.9,431.4,461.0,437.7,762.3,883.7,538.9,1071.8,645.2,681.0
2026-06-01 18:45:00,1022.2,1075.0,392.2,1047.3,689.4,374.4,954.2,1168.8,701.1,901.1,566.9,466.9,496.2,941.4,1010.9,428.5,622.1,1165.4,883.5,676.6,994.7,895.4,558.2,850.8,707.6,790.3,682.2,382.3,908.3,539.8,521.7,609.8,1070.4,349.1,414.3,475.7,418.6,709.1,856.4,519.9,1074.9,662.1,722.5
2026-06-01 18:50:00,980.4,1050.2,399.3,1108.6,700.1,357.5,988.8,1048.2,715.5,920.9,581.8,453.8,489.8,871.5,986.1,431.7,644.9,1168.8,937.6,637.7,962.8,834.9,557.5,830.9,699.1,865.3,674.0,394.3,937.3,595.6,510.4,663.2,1012.4,379.3,401.5,469.3,460.6,762.9,840.1,523.4,1007.7,628.1,682.9
2026-06-01 18:55:00,974.1,1113.4,397.7,1124.9,647.1,361.9,933.6,1072.8,703.0,956.7,597.8,460.3,489.4,901.3,990.9,407.0,642.6,1162.2,937.7,634.4,1046.8,834.7,583.1,819.5,710.0,849.0,694.8,392.3,865.1,574.0,482.5,642.2,1084.5,392.0,416.6,502.1,429.9,731.1,820.7,516.8,1121.2,648.7,703.5
2026-06-01 19:00:00,964.8,1061.1,407.3,1082.5,675.0,317.6,939.2,1122.9,714.8,920.2,598.5,470.5,471.0,867.7,1043.7,437.2,651.2,1211.0,884.1,673.6,978.2,837.6,555.6,788.5,712.6,844.1,658.8,400.4,897.1,567.1,498.6,624.2,1037.9,388.2,410.0,484.6,435.5,766.1,860.6,566.5,1047.3,648.3,689.5
2026-06-01 19:05:00,962.0,1179.7,367.8,1092.4,646.8,346.7,978.9,1083.3,713.8,888.0,577.7,465.6,481.6,860.0,953.2,443.4,629.8,1204.4,896.3,650.6,998.2,846.3,588.8,842.6,704.4,778.8,700.9,378.2,906.9,563.6,528.5,651.1,1030.8,384.5,397.3,496.6,407.5,768.3,864.6,543.8,1076.1,632.1,696.1
2026-06-01 19:10:00,1005.6,1039.4,380.3,1125.7,677.5,358.9,995.0,1124.7,738.6,879.3,567.2,471.6,483.7,927.7,1043.3,423.3,636.3,1234.0,894.7,647.6,944.3,840.1,554.5,799.6,741.9,804.6,703.6,393.8,905.0,570.6,518.2,681.3,972.8,372.0,413.5,479.1,433.6,772.6,871.5,508.5,990.7,653.9,680.3
2026-06-01 19:15:00,884.7,1028.0,393.2,1125.8,701.8,355.7,977.6,1100.9,698.2,958.9,580.7,492.6,505.6,848.1,1040.6,450.8,644.3,1157.1,898.8,647.7,1016.9,819.9,573.4,809.5,763.3,778.1,657.7,390.7,897.3,576.8,490.9,595.7,1027.4,379.0,400.6,493.5,444.1,742.0,880.9,550.3,1022.9,625.9,698.2
2026-06-01 19:20:00,888.6,1078.4,399.0,1056.0,656.2,332.1,984.3,1143.3,660.0,927.4,603.0,452.7,512.5,806.7,994.4,438.0,615.4,1140.9,934.1,630.8,1022.5,806.7,557.2,814.3,739.1,849.9,693.1,398.4,859.8,551.3,487.6,619.4,995.0,375.6,404.5,460.9,416.7,770.5,867.7,539.7,1052.9,637.3,691.4
2026-06-01 19:25:00,924.7,1104.5,381.8,1035.5,665.0,340.1,967.0,1122.8,680.6,924.8,607.5,478.3,510.5,842.5,958.3,438.6,649.6,1118.9,868.4,601.9,917.2,823.2,559.4,805.6,706.8,823.3,683.8,398.4,877.5,559.8,508.6,628.9,979.0,379.0,406.9,478.1,421.2,789.8,866.4,505.6,1095.5,603.3,699.9
2026-06-01 19:30:00,935.2,1052.0,373.6,1017.6,674.0,315.6,957.4,1120.1,691.6,902.2,598.0,468.7,518.3,805.3,1013.0,428.4,631.1,1131.5,863.4,630.1,950.3,796.5,541.8,834.1,721.0,775.6,717.1,396.6,824.1,556.5,464.0,583.1,970.6,379.8,380.7,461.4,418.3,748.0,811.6,520.7,1047.0,609.7,658.4
2026-06-01 19:35:00,948.8,1061.8,383.3,1071.1,615.0,344.2,934.2,1068.8,697.9,917.6,613.0,463.1,502.5,828.5,977.5,441.5,607.8,1170.6,862.6,621.5,987.3,763.0,539.8,808.8,712.5,807.2,711.8,382.2,886.4,510.9,499.0,581.6,947.7,372.6,398.9,466.5,412.0,750.3,859.5,499.2,1044.4,638.7,651.1
2026-06-01 19:40:00,937.6,980.5,382.3,992.1,641.9,319.2,967.5,1075.3,714.0,881.8,622.1,485.5,487.3,826.8,942.6,446.8,605.5,1172.2,838.1,602.4,930.8,753.6,545.3,799.6,698.1,760.3,700.2,393.3,817.2,532.4,460.8,623.4,979.0,375.5,414.0,472.2,409.5,769.2,836.5,522.2,1006.3,586.3,656.7
2026-06-01 19:45:00,908.9,1011.1,366.5,1021.0,655.7,348.0,969.0,1064.6,685.1,917.4,582.4,449.8,501.9,845.2,1039.1,423.0,622.0,1161.6,813.5,594.9,950.3,777.7,548.2,785.9,736.3,789.5,705.5,386.0,868.5,548.2,508.8,601.7,968.3,372.6,399.2,456.9,438.3,687.9,790.5,511.2,1015.0,627.6,662.9
2026-06-01 19:50:00,942.6,993.2,372.0,1026.0,589.0,346.7,933.9,1021.9,680.1,872.8,616.6,437.0,492.1,788.3,952.1,436.0,611.0,1111.7,856.7,610.7,886.4,782.9,540.7,794.4,747.5,785.5,671.0,406.3,859.0,558.3,491.8,586.9,929.5,364.6,377.2,448.5,408.1,728.7,844.3,494.6,1003.5,604.2,667.3
2026-06-01 19:55:00,938.1,962.6,379.2,1001.7,622.6,328.3,927.8,1112.9,683.7,892.6,584.8,473.3,513.2,865.5,930.1,434.1,632.6,1107.6,862.3,583.5,906.3,833.2,501.2,775.5,670.9,803.8,681.2,390.9,854.7,557.5,453.2,566.7,977.1,371.4,397.5,481.4,400.4,771.9,792.0,479.6,1013.0,569.7,640.9
2026-06-01 20:00:00,910.4,1018.6,384.8,1019.6,658.9,336.4,970.6,1084.9,677.3,882.4,606.4,467.8,498.0,784.2,976.3,427.5,610.5,1191.3,844.7,602.5,931.7,768.6,530.3,780.9,728.7,806.1,668.2,389.2,876.2,513.4,471.8,598.7,1018.0,354.7,402.5,442.5,415.1,751.0,784.0,494.4,1035.1,595.2,653.3
2026-06-01 20:05:00,926.9,941.6,370.2,1082.7,653.2,327.3,921.0,1045.5,686.4,809.2,599.7,450.2,501.8,823.2,960.9,441.2,618.4,1092.4,838.9,597.2,902.0,768.1,513.0,764.5,682.8,779.8,650.4,372.0,847.3,546.3,479.4,565.0,911.0,369.1,391.5,487.8,421.1,740.7,842.1,499.9,981.9,613.0,642.2
2026-06-01 20:10:00,903.9,964.4,360.6,996.0,637.6,330.0,918.7,1092.5,682.7,884.5,551.1,444.5,513.5,813.7,1000.3,408.8,594.3,1162.6,813.9,596.8,903.5,753.6,511.8,756.8,686.2,770.5,669.2,378.5,785.2,544.3,444.3,568.8,943.3,353.2,390.1,451.1,426.4,722.4,806.5,509.1,987.5,637.6,636.9
2026-06-01 20:15:00,877.4,983.0,357.6,981.0,643.5,314.5,924.9,1026.5,706.4,866.5,567.4,494.8,491.5,837.3,941.5,410.4,606.3,1123.4,838.8,603.2,867.4,772.9,524.5,743.1,693.8,697.0,662.9,386.7,828.8,532.1,469.6,567.0,988.4,363.2,386.2,468.3,406.4,741.6,771.8,496.6,969.7,626.1,638.1
2026-06-01 20:20:00,907.0,969.2,362.2,1018.5,627.3,329.9,904.0,983.5,668.5,881.5,561.3,473.3,516.6,821.0,936.5,403.8,627.4,1080.2,833.0,604.2,921.8,761.1,540.8,753.7,716.1,804.0,657.4,381.2,765.1,491.6,474.8,575.0,914.8,366.6,396.7,467.1,408.6,726.7,780.0,498.4,968.3,573.2,663.3
2026-06-01 20:25:00,887.5,1000.9,353.1,990.0,630.0,306.2,879.4,1066.8,678.3,883.4,549.7,466.0,481.1,836.5,951.1,420.0,597.7,1059.9,836.9,577.8,863.5,736.5,508.3,748.0,686.4,748.9,657.0,379.3,725.2,512.7,437.0,559.0,944.3,349.7,378.0,441.3,420.9,697.2,814.0,471.6,1003.7,600.4,646.0
2026-06-01 20:30:00,880.9,993.4,354.5,1019.7,610.3,302.6,906.6,990.5,671.2,926.2,594.1,495.1,505.1,794.4,941.9,405.5,587.2,1070.6,829.7,603.1,936.7,724.4,539.3,792.6,685.2,762.3,656.0,358.6,714.5,520.7,474.3,559.0,938.3,368.8,391.8,460.5,423.6,761.5,757.0,451.6,978.5,575.3,647.3
2026-06-01 20:35:00,916.1,1006.1,339.6,977.1,614.8,317.2,890.3,1018.4,695.4,883.5,612.4,477.3,498.1,787.4,937.3,398.0,578.4,1101.0,828.1,581.3,873.0,734.4,489.9,769.3,690.3,807.0,668.8,367.5,733.7,462.0,460.3,589.1,941.2,374.8,380.4,454.4,425.8,714.7,778.5,453.5,969.8,569.4,630.8
2026-06-01 20:40:00,728.7,997.4,362.6,959.9,597.7,314.5,935.2,1025.1,672.2,880.1,570.0,486.2,510.7,803.7,933.1,424.3,590.2,1052.0,762.8,613.4,908.5,721.1,522.6,739.8,689.6,724.7,636.6,371.7,698.3,433.0,472.8,573.2,969.2,346.8,395.7,458.3,414.4,720.8,775.1,471.4,952.1,594.4,653.4
2026-06-01 20:45:00,749.5,1004.4,335.5,910.7,628.8,317.3,902.0,1024.8,692.9,880.0,586.7,443.8,476.5,813.7,924.7,423.7,612.0,1125.7,742.8,570.2,901.9,731.3,508.0,729.2,675.7,747.9,619.7,386.3,694.7,457.1,409.6,568.2,865.4,350.2,373.7,463.7,386.3,684.7,838.4,462.4,926.4,577.9,633.8
2026-06-01 20:50:00,751.0,967.1,341.3,910.8,630.0,306.8,860.4,1033.0,645.0,885.3,594.9,441.7,472.8,804.3,903.5,395.6,559.9,1062.8,736.9,495.2,853.6,736.2,502.2,747.8,681.8,754.3,653.9,349.8,717.8,445.4,397.5,573.1,915.8,362.5,364.6,455.9,393.9,708.4,738.2,469.6,966.3,575.0,587.8
2026-06-01 20:55:00,766.0,972.0,345.2,900.1,624.1,328.8,890.1,1019.0,663.4,870.0,570.5,465.1,505.1,788.0,932.4,380.9,579.6,1085.8,684.7,530.8,861.0,719.0,517.4,772.6,646.0,763.2,653.7,357.3,727.1,463.5,394.3,491.0,893.1,329.0,382.0,431.1,417.5,738.1,662.7,479.7,965.8,539.7,624.2
2026-06-01 21:00:00,763.9,876.8,363.2,958.8,588.8,310.9,874.1,1012.3,649.3,860.9,563.8,460.4,486.6,781.6,894.8,417.0,547.4,1077.0,740.8,521.8,774.7,758.6,485.1,743.3,620.0,734.7,640.5,345.9,697.3,459.0,402.4,510.2,902.0,346.1,378.4,438.4,421.5,732.7,677.1,476.3,962.7,549.2,614.0
2026-06-01 21:05:00,730.3,863.1,336.9,905.1,576.1,309.9,895.0,966.6,632.8,867.2,557.4,469.7,489.2,771.1,921.2,398.2,566.7,1102.5,707.2,530.8,772.6,749.1,511.3,684.5,685.9,756.2,608.5,368.3,740.1,456.5,401.5,508.5,810.8,340.6,375.3,426.9,397.0,709.7,672.1,389.6,933.4,547.7,616.1
2026-06-01 21:10:00,737.2,844.8,333.1,974.8,612.7,307.9,842.8,993.1,651.9,782.9,567.7,428.6,478.9,777.2,931.7,395.4,575.0,1031.5,710.4,514.0,747.4,644.6,487.3,736.3,626.4,717.2,624.0,375.6,679.2,441.2,414.0,484.0,798.7,351.0,378.0,427.7,393.8,692.1,682.2,449.4,908.2,569.0,574.8
2026-06-01 21:15:00,734.7,841.8,299.7,936.2,596.8,313.6,856.4,934.5,683.2,892.3,570.3,458.0,499.9,810.4,871.5,389.5,540.3,1042.5,676.7,541.5,785.7,627.3,478.9,736.0,632.6,733.9,628.2,364.5,694.2,443.0,395.1,505.2,775.5,337.3,355.5,439.1,381.8,702.1,667.8,419.8,944.0,570.2,572.8
2026-06-01 21:20:00,803.5,824.4,318.4,924.6,590.1,308.1,844.4,1018.8,629.2,874.7,560.5,459.6,488.8,754.3,948.6,376.9,556.5,989.8,741.9,499.7,752.8,642.0,420.4,756.7,632.9,726.9,599.4,364.8,681.1,438.0,377.0,496.7,772.8,342.5,355.8,438.1,408.1,708.2,690.1,416.2,857.3,584.6,594.7
2026-06-01 21:25:00,782.4,850.4,276.2,904.1,570.6,305.4,843.8,926.9,639.5,835.5,556.8,456.6,485.7,747.7,861.3,379.3,565.7,1030.6,641.1,514.6,761.2,636.5,456.5,700.8,626.1,712.0,601.6,345.5,660.9,447.3,387.1,493.7,842.9,327.7,376.6,435.3,376.8,662.6,670.2,408.4,847.2,537.8,562.6
2026-06-01 21:30:00,726.8,831.7,291.0,847.2,586.4,306.5,815.7,952.2,613.2,790.4,545.9,436.4,463.1,742.3,857.1,389.7,559.9,1056.5,717.2,487.3,781.5,634.0,448.3,705.2,618.5,716.8,609.5,358.4,687.2,424.5,371.5,510.6,754.7,343.7,364.9,429.0,409.7,695.0,644.4,404.2,802.9,522.3,603.8
2026-06-01 21:35:00,721.3,811.5,322.7,807.7,557.8,282.1,848.0,919.0,606.9,850.4,517.7,446.3,484.8,757.4,885.3,374.8,560.3,1022.5,689.0,498.3,766.0,623.6,424.9,708.1,637.6,687.4,630.3,344.2,636.8,417.6,390.0,484.3,810.8,321.1,353.3,428.5,383.8,701.6,653.8,418.2,826.8,489.9,591.6
2026-06-01 21:40:00,697.4,805.3,301.6,799.1,585.0,281.1,839.8,930.8,616.2,798.9,555.2,426.9,461.1,697.7,878.4,382.9,535.6,1080.3,635.3,496.7,733.4,607.1,435.5,679.2,634.5,695.8,609.4,351.0,606.9,435.3,389.1,465.3,752.2,339.2,337.4,414.7,372.7,680.7,647.9,390.1,765.2,492.4,558.9
2026-06-01 21:45:00,674.2,785.4,284.5,848.0,595.4,295.1,857.1,946.9,619.1,824.2,516.8,430.8,463.4,738.8,864.6,376.2,553.6,1020.3,707.9,494.5,764.4,623.0,427.4,674.0,633.9,671.4,591.6,353.7,637.6,429.0,387.4,476.3,772.6,329.5,341.1,435.0,360.0,677.6,669.8,402.5,840.0,486.8,531.4
2026-06-01 21:50:00,705.3,831.7,291.8,822.6,537.7,292.7,821.1,926.6,616.5,775.5,544.4,418.7,451.0,758.1,879.8,362.4,536.2,983.1,670.4,489.0,749.6,611.0,418.4,696.7,629.6,685.4,595.0,343.4,627.8,420.0,371.7,470.4,809.2,304.0,342.3,424.1,375.1,659.4,658.4,413.5,806.1,489.3,533.7
2026-06-01 21:55:00,679.2,802.5,290.5,803.1,521.0,298.3,807.5,968.8,616.4,855.6,543.4,420.0,465.5,723.9,861.4,390.6,554.9,1007.6,606.9,427.2,712.8,607.7,432.0,653.5,608.5,714.7,583.5,353.0,645.0,429.0,363.4,450.2,775.6,326.0,344.6,413.2,374.6,676.2,649.2,394.4,801.0,492.6,528.9
2026-06-01 22:00:00,690.5,772.5,294.9,818.7,486.5,292.2,833.2,938.3,586.8,763.0,510.2,424.2,479.9,736.6,903.9,377.3,503.1,945.5,637.6,467.2,710.2,609.0,408.8,655.2,605.5,696.3,585.0,341.0,594.4,430.2,361.6,433.1,718.3,329.7,351.9,425.1,370.3,698.6,615.6,394.6,826.8,494.1,518.0
2026-06-01 22:05:00,651.5,804.2,300.8,797.6,507.7,266.4,791.0,914.5,602.5,794.7,515.7,418.6,465.6,698.3,846.3,372.7,533.3,960.3,648.6,455.2,735.6,600.5,386.0,695.8,630.9,690.5,602.0,343.6,619.4,414.8,362.1,455.4,736.0,310.4,332.7,402.6,371.9,690.6,628.6,368.7,769.9,472.2,515.3
2026-06-01 22:10:00,660.7,764.0,285.8,800.4,533.9,250.8,833.2,919.3,620.1,738.5,555.5,412.8,453.8,660.1,822.5,373.6,537.1,943.3,663.2,452.8,723.3,597.3,412.8,686.5,598.1,648.3,552.5,358.2,609.4,386.3,353.4,464.2,735.6,312.6,339.8,408.3,385.2,647.5,594.8,390.5,779.8,473.3,509.1
2026-06-01 22:15:00,670.9,736.2,275.3,765.6,485.5,259.1,829.8,952.3,583.0,783.5,518.1,403.6,458.7,606.6,744.3,346.2,554.6,974.8,615.5,448.8,667.6,583.1,406.7,698.9,595.2,684.3,606.4,342.3,600.1,400.0,371.8,459.1,751.1,320.2,330.6,415.6,374.6,647.9,621.1,381.3,750.1,455.4,470.1
2026-06-01 22:20:00,666.9,783.4,283.6,826.4,494.2,247.4,747.7,939.5,598.4,770.4,497.5,442.1,456.0,619.3,763.9,359.0,532.1,968.1,566.5,460.4,670.5,590.3,394.9,612.3,619.2,673.4,618.7,328.0,605.1,386.6,346.5,445.0,721.7,313.1,337.7,388.0,368.0,678.4,624.1,371.9,728.5,473.6,519.3
