time,cod_mg_l,nh3n_mg_l,tn_mg_l,tp_mg_l,ss_mg_l,ph,toxicity_flag,inflow_m3h
2026-06-02 02:15:00,344.2,30.9,39.6,4.7,191.0,7.46,0,3019.3
2026-06-02 02:20:00,329.5,31.3,45.9,5.0,182.1,7.23,0,3038.5
2026-06-02 02:25:00,300.1,28.9,43.6,5.2,175.1,7.24,0,2989.5
2026-06-02 02:30:00,281.6,29.2,45.5,4.5,176.9,7.24,0,2999.6
2026-06-02 02:35:00,350.3,27.8,42.4,5.0,159.7,7.17,0,2963.1
2026-06-02 02:40:00,343.5,30.6,44.2,5.0,189.9,7.3,0,2832.8
2026-06-02 02:45:00,331.1,27.8,43.3,5.1,201.1,7.17,0,2821.0
2026-06-02 02:50:00,330.2,30.4,42.7,4.9,215.6,7.29,0,2811.3
2026-06-02 02:55:00,330.0,31.1,43.1,4.6,201.0,7.33,0,2863.3
2026-06-02 03:00:00,346.1,27.7,42.9,4.4,200.0,7.33,0,2762.1
2026-06-02 03:05:00,313.0,31.1,45.6,4.5,207.6,7.25,0,2786.5
2026-06-02 03:10:00,328.2,28.4,46.1,4.8,182.9,7.15,0,2806.1
2026-06-02 03:15:00,340.2,27.9,46.7,4.6,160.8,7.42,0,2749.8
2026-06-02 03:20:00,309.4,27.7,45.7,4.0,200.1,7.12,0,2836.7
2026-06-02 03:25:00,289.1,29.4,40.8,4.5,172.4,7.31,0,2710.3
2026-06-02 03:30:00,311.5,28.0,45.9,4.3,184.0,7.45,0,2771.4
2026-06-02 03:35:00,302.0,30.8,43.2,4.7,167.0,7.31,0,2769.3
2026-06-02 03:40:00,352.9,28.5,43.5,4.9,207.3,7.43,0,2763.9
2026-06-02 03:45:00,325.3,30.9,43.4,4.9,201.7,7.35,0,2652.0
2026-06-02 03:50:00,312.7,32.9,42.7,4.3,160.0,7.16,0,2771.8
2026-06-02 03:55:00,329.7,29.8,39.1,4.7,188.2,7.43,0,2710.0
2026-06-02 04:00:00,351.6,28.6,45.4,4.4,205.9,7.24,0,2804.0
2026-06-02 04:05:00,349.9,28.6,43.1,4.6,184.3,7.26,0,2855.6
2026-06-02 04:10:00,302.4,29.8,40.4,4.7,186.7,7.37,0,3024.3
2026-06-02 04:15:00,319.1,28.7,46.5,4.6,205.4,7.21,0,2970.0
2026-06-02 04:20:00,336.9,30.4,44.7,4.8,182.6,7.39,0,2902.6
2026-06-02 04:25:00,360.6,28.0,41.3,5.1,186.3,7.34,0,3016.5
2026-06-02 04:30:00,291.1,28.7,43.5,4.4,203.1,7.47,0,3074.0
2026-06-02 04:35:00,306.3,31.1,48.5,5.0,169.7,7.41,0,3101.0
2026-06-02 04:40:00,385.2,27.0,43.8,4.6,176.2,7.28,0,3144.9
2026-06-02 04:45:00,364.9,26.8,46.9,5.5,157.2,7.26,0,3159.8
2026-06-02 04:50:00,305.5,28.6,42.1,4.8,228.2,7.23,0,3272.2
2026-06-02 04:55:00,400.4,28.9,45.5,4.2,192.8,7.27,0,3321.6
2026-06-02 05:00:00,347.9,28.9,44.5,4.6,211.1,7.21,0,3407.4
2026-06-02 05:05:00,337.2,29.0,44.0,4.4,168.7,7.27,0,3478.1
2026-06-02 05:10:00,365.8,29.5,42.8,5.3,215.9,7.17,0,3537.3
2026-06-02 05:15:00,323.8,29.3,44.1,4.6,186.9,7.2,0,3550.4
2026-06-02 05:20:00,334.5,32.7,40.1,5.2,219.7,7.44,0,3593.8
2026-06-02 05:25:00,340.9,31.3,40.2,5.0,189.8,7.17,0,3723.4
2026-06-02 05:30:00,361.8,30.6,41.8,4.6,173.2,7.16,0,3671.9
2026-06-02 05:35:00,371.7,33.7,43.4,4.7,216.0,7.23,0,3610.3
2026-06-02 05:40:00,364.3,26.7,46.4,5.4,196.5,7.44,0,3729.1
2026-06-02 05:45:00,353.3,32.4,46.1,5.0,173.0,7.21,0,3781.6
2026-06-02 05:50:00,352.8,31.9,42.5,4.9,164.2,7.27,0,4039.4
2026-06-02 05:55:00,355.1,29.6,49.2,5.0,205.3,7.33,0,4070.9
2026-06-02 06:00:00,345.7,31.3,44.7,4.0,197.1,7.35,0,4190.5
2026-06-02 06:05:00,343.2,29.5,48.2,4.9,202.3,7.29,0,4234.1
2026-06-02 06:10:00,335.4,31.0,41.4,5.2,203.4,7.34,0,4343.8
2026-06-02 06:15:00,316.1,28.0,46.6,4.4,196.5,7.4,0,4417.5
2026-06-02 06:20:00,378.5,32.3,48.5,5.1,207.5,7.17,0,4466.4
2026-06-02 06:25:00,365.3,30.7,47.0,4.9,214.9,7.23,0,4532.6
2026-06-02 06:30:00,366.8,30.8,44.2,4.5,198.0,7.22,0,4656.7
2026-06-02 06:35:00,320.0,30.1,44.3,4.9,212.0,7.26,0,4760.7
2026-06-02 06:40:00,347.8,33.5,48.0,5.0,213.6,7.42,0,4637.8
2026-06-02 06:45:00,347.8,31.1,46.0,5.3,224.2,7.4,0,4834.5
2026-06-02 06:50:00,373.0,33.9,51.1,5.0,157.7,7.29,0,4693.4
2026-06-02 06:55:00,348.8,31.1,45.3,5.5,194.8,7.38,0,4755.2
2026-06-02 07:00:00,387.6,31.9,48.7,4.9,215.2,7.51,0,5023.1
2026-06-02 07:05:00,381.9,34.8,48.4,5.2,247.3,7.18,0,4926.5
2026-06-02 07:10:00,381.0,36.3,50.0,5.2,229.1,7.23,0,4804.0
2026-06-02 07:15:00,380.9,27.8,48.6,5.0,230.1,7.27,0,4900.9
2026-06-02 07:20:00,366.7,32.9,51.9,5.5,260.5,7.34,0,4992.8
2026-06-02 07:25:00,360.1,30.0,46.6,5.3,204.5,7.35,0,4999.3
2026-06-02 07:30:00,310.9,31.2,44.4,5.0,249.4,7.19,0,5221.5
2026-06-02 07:35:00,394.2,31.8,49.2,5.6,221.2,7.32,0,5120.9
2026-06-02 07:40:00,372.1,33.7,46.6,5.7,187.1,7.38,0,5224.3
2026-06-02 07:45:00,400.4,32.5,49.9,5.1,172.2,7.18,0,5230.1
2026-06-02 07:50:00,393.6,31.9,55.6,5.9,203.4,7.32,0,5187.4
2026-06-02 07:55:00,379.8,34.5,50.2,5.1,222.2,7.24,0,5228.1
2026-06-02 08:00:00,366.3,30.0,48.4,5.2,203.2,7.16,0,5502.2
2026-06-02 08:05:00,352.8,30.9,53.0,5.5,211.4,7.4,0,5471.1
2026-06-02 08:10:00,368.9,34.1,53.3,4.4,249.3,7.35,0,5115.5
2026-06-02 08:15:00,354.7,32.7,52.6,5.0,210.4,7.21,0,5422.3
2026-06-02 08:20:00,345.1,32.5,47.3,5.0,250.8,7.39,0,5615.0
2026-06-02 08:25:00,364.6,32.7,48.2,5.3,226.1,7.51,0,5600.9
2026-06-02 08:30:00,375.0,30.3,45.1,5.0,232.4,7.31,0,5793.7
2026-06-02 08:35:00,391.0,33.4,50.6,4.5,205.4,7.16,0,5545.3
2026-06-02 08:40:00,337.2,32.7,50.1,5.1,208.7,7.27,0,5629.8
2026-06-02 08:45:00,400.4,33.4,52.1,4.8,210.7,7.11,0,5500.0
2026-06-02 08:50:00,389.4,30.8,52.0,5.2,208.6,7.29,0,5433.8
2026-06-02 08:55:00,387.1,33.5,48.3,5.1,224.2,7.26,0,5653.7
2026-06-02 09:00:00,388.9,34.2,51.1,5.4,237.7,7.38,0,5571.5
2026-06-02 09:05:00,319.6,32.5,50.7,4.9,262.4,7.24,0,5915.0
2026-06-02 09:10:00,383.2,33.5,50.1,5.3,195.8,7.39,0,5547.0
2026-06-02 09:15:00,410.6,35.2,45.6,5.1,210.4,7.22,0,5560.5
2026-06-02 09:20:00,346.8,33.7,46.1,5.4,231.3,7.29,0,5609.0
2026-06-02 09:25:00,346.6,31.3,48.8,4.8,211.6,7.16,0,5694.6
2026-06-02 09:30:00,323.5,32.1,45.7,5.1,182.9,7.19,0,5672.0
2026-06-02 09:35:00,375.8,32.7,49.2,5.1,226.7,7.38,0,5376.5
2026-06-02 09:40:00,331.5,30.0,46.2,5.0,193.0,7.41,0,5688.6
2026-06-02 09:45:00,354.8,34.1,50.3,5.3,213.8,7.23,0,5505.8
2026-06-02 09:50:00,399.4,33.9,56.6,5.2,245.6,7.35,0,5207.2
2026-06-02 09:55:00,390.3,33.9,44.5,5.2,224.1,7.38,0,5478.4
2026-06-02 10:00:00,335.3,36.9,52.9,5.2,222.3,7.19,0,5341.4
2026-06-02 10:05:00,352.7,33.8,50.4,5.7,240.1,7.35,0,5553.4
2026-06-02 10:10:00,363.2,30.4,49.1,5.3,206.0,7.3,0,5433.3
2026-06-02 10:15:00,359.8,30.7,47.0,5.2,215.5,7.34,0,5481.1
2026-06-02 10:20:00,378.6,32.7,49.6,4.8,204.4,7.29,0,5461.3
2026-06-02 10:25:00,390.8,33.5,49.1,4.4,224.1,7.09,0,5252.6
2026-06-02 10:30:00,386.6,34.7,47.7,5.0,179.9,7.32,0,5293.5
2026-06-02 10:35:00,365.4,30.8,42.1,4.6,188.8,7.28,0,5351.5
2026-06-02 10:40:00,360.7,29.6,49.4,5.2,207.6,7.27,0,5220.2
2026-06-02 10:45:00,362.0,30.9,53.1,5.3,219.1,7.14,0,5076.2
2026-06-02 10:50:00,369.3,33.4,42.9,5.1,245.5,7.4,0,5272.9
2026-06-02 10:55:00,347.5,32.4,45.5,5.1,187.6,7.3,0,5090.8
2026-06-02 11:00:00,352.8,34.1,47.4,4.9,204.3,7.1,0,4971.9
2026-06-02 11:05:00,362.1,30.2,45.4,4.7,210.6,7.44,0,5206.8
2026-06-02 11:10:00,395.9,31.7,47.6,5.5,181.4,7.34,0,4788.4
2026-06-02 11:15:00,368.9,33.6,52.1,5.8,189.4,7.39,0,4875.8
2026-06-02 11:20:00,381.6,29.6,54.0,5.2,167.7,7.27,0,4849.4
2026-06-02 11:25:00,350.8,32.1,47.4,5.1,215.4,7.3,0,4955.6
2026-06-02 11:30:00,361.6,35.1,46.0,5.7,187.4,7.41,0,4801.3
2026-06-02 11:35:00,374.8,27.8,48.6,5.1,228.5,7.34,0,4735.2
2026-06-02 11:40:00,337.2,29.2,43.3,4.7,211.7,7.29,0,4866.9
2026-06-02 11:45:00,370.5,31.1,46.0,5.1,199.0,7.24,0,4808.7
2026-06-02 11:50:00,357.1,30.8,49.1,5.6,187.4,7.04,0,4675.8
2026-06-02 11:55:00,354.3,31.1,48.8,5.3,210.1,7.39,0,4693.8
2026-06-02 12:00:00,369.5,36.5,49.9,5.2,197.0,7.39,0,4537.5
2026-06-02 12:05:00,378.5,30.3,46.0,4.5,212.7,7.37,0,4592.3
2026-06-02 12:10:00,311.4,31.0,47.5,4.6,224.9,7.41,0,4579.3
2026-06-02 12:15:00,339.6,30.3,47.2,5.3,186.1,7.21,0,4441.1
2026-06-02 12:20:00,392.7,29.7,51.1,5.1,192.5,7.27,0,4383.9
2026-06-02 12:25:00,370.7,32.4,48.4,5.0,226.7,7.25,0,4473.6
2026-06-02 12:30:00,340.3,27.6,50.4,5.2,228.7,7.1,0,4581.3
2026-06-02 12:35:00,353.9,28.4,47.2,4.6,181.2,7.24,0,4516.5
2026-06-02 12:40:00,373.5,31.6,44.9,4.9,183.6,7.32,0,4390.8
2026-06-02 12:45:00,369.9,30.7,41.2,5.1,183.2,7.4,0,4654.2
2026-06-02 12:50:00,354.3,30.1,48.2,4.7,204.8,7.35,0,4311.9
2026-06-02 12:55:00,379.3,29.4,39.7,5.3,172.1,7.24,0,4437.5
2026-06-02 13:00:00,371.2,28.3,46.0,5.2,200.5,7.4,0,4327.1
2026-06-02 13:05:00,327.3,31.2,43.9,4.8,198.9,7.33,0,4464.3
2026-06-02 13:10:00,342.6,31.2,44.4,5.0,187.3,7.14,0,4335.0
2026-06-02 13:15:00,382.1,31.2,47.1,5.1,201.2,7.32,0,4311.6
2026-06-02 13:20:00,377.2,28.0,42.8,5.1,201.1,7.38,0,4404.1
2026-06-02 13:25:00,354.3,32.6,42.2,4.4,192.1,7.36,0,4296.1
2026-06-02 13:30:00,371.9,29.6,47.1,5.3,232.6,7.19,0,4364.5
2026-06-02 13:35:00,362.3,32.7,45.5,5.1,191.0,7.21,0,4283.2
2026-06-02 13:40:00,371.9,31.4,50.0,5.6,199.9,7.51,0,4060.1
2026-06-02 13:45:00,343.0,30.3,45.0,4.9,187.0,7.21,0,4463.2
2026-06-02 13:50:00,320.7,29.2,47.4,5.6,218.2,7.31,0,4317.5
2026-06-02 13:55:00,350.0,32.9,47.3,4.8,176.3,7.05,0,4242.2
2026-06-02 14:00:00,333.3,27.9,46.7,5.3,201.8,7.43,0,4381.3
2026-06-02 14:05:00,382.1,32.1,52.1,4.8,180.8,7.38,0,4179.7
2026-06-02 14:10:00,365.4,29.2,48.2,5.2,164.7,7.48,0,4182.5
2026-06-02 14:15:00,358.5,31.0,49.3,5.4,185.5,7.2,0,4138.5
2026-06-02 14:20:00,378.5,32.2,46.9,5.0,186.2,7.43,0,4241.7
2026-06-02 14:25:00,325.7,29.2,41.7,4.4,209.5,7.2,0,4202.9
2026-06-02 14:30:00,335.2,32.0,46.3,5.0,182.0,7.46,0,4235.9
2026-06-02 14:35:00,391.8,33.3,51.6,5.0,157.6,7.06,0,4137.5
2026-06-02 14:40:00,372.2,27.6,48.4,5.3,159.3,7.41,0,4207.2
2026-06-02 14:45:00,317.1,31.5,44.6,4.7,202.1,7.31,0,4308.3
2026-06-02 14:50:00,348.8,32.2,46.2,4.7,208.2,7.37,0,4390.7
2026-06-02 14:55:00,326.6,29.5,43.3,4.8,202.5,7.36,0,4283.2
2026-06-02 15:00:00,348.2,29.7,48.8,4.9,190.6,7.35,0,4242.8
2026-06-02 15:05:00,359.1,27.6,44.5,4.9,205.4,7.55,0,4346.5
2026-06-02 15:10:00,345.2,28.5,45.9,5.0,162.4,7.49,0,4401.4
2026-06-02 15:15:00,345.0,32.2,42.7,5.0,159.1,7.36,0,4405.4
2026-06-02 15:20:00,333.4,29.9,46.6,4.6,170.3,7.33,0,4362.1
2026-06-02 15:25:00,384.8,32.4,40.4,4.8,195.8,7.45,0,4262.9
2026-06-02 15:30:00,365.6,29.9,45.4,4.8,215.1,7.46,0,4334.3
2026-06-02 15:35:00,336.1,30.7,44.2,4.9,179.5,7.32,0,4372.0
2026-06-02 15:40:00,376.1,35.1,46.9,5.0,181.8,7.31,0,4149.3
2026-06-02 15:45:00,348.4,33.6,37.0,4.8,212.4,7.21,0,4379.3
2026-06-02 15:50:00,332.3,30.3,43.2,5.2,191.6,7.34,0,4542.6
2026-06-02 15:55:00,363.4,31.1,48.0,5.2,203.7,7.33,0,4349.9
2026-06-02 16:00:00,406.4,30.8,45.9,4.8,202.2,7.4,0,4261.7
2026-06-02 16:05:00,342.2,33.1,48.7,5.2,175.4,7.49,0,4379.9
2026-06-02 16:10:00,373.7,31.4,50.0,5.0,236.5,7.43,0,4394.1
2026-06-02 16:15:00,367.0,32.9,46.6,5.5,182.9,7.41,0,4573.7
2026-06-02 16:20:00,349.1,26.7,45.5,4.6,239.0,7.28,0,4731.0
2026-06-02 16:25:00,375.7,30.4,47.5,4.9,212.0,7.27,0,4528.4
2026-06-02 16:30:00,362.4,31.6,49.3,5.0,206.7,7.38,0,4457.8
2026-06-02 16:35:00,377.7,33.1,46.2,4.8,171.4,7.36,0,4446.4
2026-06-02 16:40:00,353.7,28.3,43.7,5.1,208.5,7.38,0,4673.5
2026-06-02 16:45:00,326.3,30.7,44.1,5.0,200.1,7.21,0,4668.8
2026-06-02 16:50:00,328.9,32.5,47.9,5.0,197.4,7.21,0,4734.3
2026-06-02 16:55:00,386.3,32.4,45.2,5.1,175.8,7.25,0,4601.2
2026-06-02 17:00:00,338.8,31.1,44.9,5.0,220.1,7.38,0,4827.9
2026-06-02 17:05:00,352.0,29.9,45.9,5.5,221.3,7.3,0,4717.4
2026-06-02 17:10:00,382.6,31.6,48.5,5.3,168.1,7.46,0,4659.7
2026-06-02 17:15:00,373.7,30.9,51.2,4.7,190.9,7.2,0,4558.6
2026-06-02 17:20:00,380.8,33.9,49.7,5.2,197.5,7.2,0,4731.6
2026-06-02 17:25:00,363.4,32.8,42.8,5.5,210.5,7.28,0,4757.7
2026-06-02 17:30:00,347.3,32.6,49.6,4.5,206.7,7.25,0,4732.3
2026-06-02 17:35:00,381.4,31.8,47.0,4.7,202.6,7.22,0,4907.4
2026-06-02 17:40:00,350.0,34.6,48.8,5.4,214.2,7.31,0,4824.2
2026-06-02 17:45:00,398.7,36.4,47.6,5.5,242.7,7.31,0,4826.6
2026-06-02 17:50:00,383.6,32.6,46.3,5.3,198.7,7.18,0,4857.7
2026-06-02 17:55:00,363.3,33.0,52.0,5.4,226.2,7.24,0,4835.3
2026-06-02 18:00:00,382.3,33.1,47.8,5.6,241.2,7.37,0,4947.5
2026-06-02 18:05:00,359.0,35.1,52.0,5.0,236.9,7.27,0,4977.5
2026-06-02 18:10:00,350.7,33.7,48.1,4.9,219.3,7.22,0,5035.1
2026-06-02 18:15:00,368.0,32.6,47.6,5.0,219.4,7.26,0,5125.8
2026-06-02 18:20:00,372.3,32.6,44.7,5.1,215.0,7.18,0,5270.1
2026-06-02 18:25:00,365.7,32.3,47.1,5.2,241.3,7.48,0,5243.4
2026-06-02 18:30:00,362.4,30.4,52.5,5.6,198.6,7.39,0,5003.3
2026-06-02 18:35:00,332.0,33.6,47.0,5.6,199.1,7.55,0,5282.1
2026-06-02 18:40:00,356.5,30.0,47.8,5.1,193.4,7.31,0,5326.0
2026-06-02 18:45:00,339.1,31.6,52.3,4.7,257.8,7.27,0,5315.2
2026-06-02 18:50:00,369.9,31.0,45.3,5.0,239.3,7.21,0,5210.1
2026-06-02 18:55:00,357.8,30.9,44.4,5.1,195.1,7.35,0,5432.8
2026-06-02 19:00:00,392.2,33.4,50.3,5.8,182.7,7.26,0,5202.6
2026-06-02 19:05:00,376.0,34.3,42.6,5.3,203.8,7.2,0,5429.3
2026-06-02 19:10:00,383.8,30.9,49.0,4.8,209.5,7.43,0,5443.4
2026-06-02 19:15:00,366.1,34.9,45.8,5.0,213.5,7.3,0,5401.7
2026-06-02 19:20:00,374.9,30.4,49.1,5.3,176.3,7.33,0,5169.5
2026-06-02 19:25:00,378.8,29.9,50.9,5.2,193.0,7.32,0,5396.6
2026-06-02 19:30:00,373.9,30.3,44.2,5.0,233.9,7.34,0,5475.5
2026-06-02 19:35:00,378.9,33.9,42.8,4.9,221.4,7.13,0,5400.4
2026-06-02 19:40:00,414.2,30.7,42.6,5.0,194.1,7.18,0,5394.0
2026-06-02 19:45:00,388.8,30.3,49.9,5.2,228.9,7.48,0,5368.4
2026-06-02 19:50:00,401.7,36.4,51.7,5.3,229.2,7.3,0,5356.1
2026-06-02 19:55:00,347.7,32.3,45.7,4.9,255.2,7.34,0,5405.5
2026-06-02 20:00:00,341.3,34.6,50.6,5.2,204.3,7.38,0,5546.5
2026-06-02 20:05:00,359.0,35.0,49.2,5.9,194.7,7.26,0,5339.6
2026-06-02 20:10:00,368.6,33.8,48.4,5.2,205.7,7.19,0,5455.7
2026-06-02 20:15:00,388.8,36.9,54.3,5.6,228.1,7.16,0,5117.9
2026-06-02 20:20:00,380.9,32.3,43.9,4.8,182.5,7.2,0,5346.1
2026-06-02 20:25:00,401.9,29.8,49.8,5.4,208.7,7.23,0,5472.2
2026-06-02 20:30:00,361.5,32.8,42.4,4.9,209.3,7.22,0,5494.1
2026-06-02 20:35:00,390.0,32.5,44.8,5.7,236.1,7.17,0,5255.2
2026-06-02 20:40:00,370.0,33.4,44.0,5.7,197.1,7.39,0,5392.7
2026-06-02 20:45:00,388.1,33.6,49.4,4.9,205.2,7.45,0,5431.6
2026-06-02 20:50:00,390.4,31.3,51.2,5.1,219.0,7.21,0,5246.4
2026-06-02 20:55:00,381.3,32.3,52.7,5.6,195.1,7.13,0,5137.6
2026-06-02 21:00:00,401.6,33.0,49.6,4.9,191.2,7.31,0,5154.2
2026-06-02 21:05:00,395.3,35.9,48.7,5.4,246.5,7.45,0,5109.2
2026-06-02 21:10:00,382.5,30.3,49.0,5.0,219.0,7.17,0,5331.4
2026-06-02 21:15:00,368.7,35.7,47.7,5.1,232.4,7.17,0,5245.6
2026-06-02 21:20:00,386.2,29.3,49.2,4.6,222.1,7.06,0,5167.2
2026-06-02 21:25:00,369.4,35.9,48.7,5.4,204.4,7.33,0,5095.8
2026-06-02 21:30:00,337.6,31.9,46.8,5.8,194.1,7.2,0,5277.5
2026-06-02 21:35:00,358.5,33.3,54.1,5.1,194.8,7.39,0,5116.5
2026-06-02 21:40:00,377.7,33.0,50.2,4.7,191.0,7.37,0,5144.8
2026-06-02 21:45:00,385.0,28.1,50.2,5.5,190.9,7.45,0,4993.0
2026-06-02 21:50:00,359.2,32.2,47.8,5.0,189.7,7.41,0,4939.2
2026-06-02 21:55:00,387.7,31.1,47.0,5.0,221.5,7.14,0,5133.0
2026-06-02 22:00:00,342.6,34.2,50.4,4.9,185.5,7.27,0,5011.6
2026-06-02 22:05:00,366.9,31.6,48.0,4.7,233.6,7.41,0,4992.1
2026-06-02 22:10:00,352.8,34.4,46.1,5.2,220.2,7.16,0,4979.2
2026-06-02 22:15:00,360.8,34.6,41.9,4.8,218.3,7.26,0,5016.0
2026-06-02 22:20:00,328.3,32.2,45.4,4.5,209.1,7.31,0,5004.5
2026-06-02 22:25:00,334.0,32.8,50.5,5.3,212.5,7.3,0,4753.7
2026-06-02 22:30:00,351.0,29.9,44.0,6.0,195.2,7.33,0,4809.3
2026-06-02 22:35:00,384.6,33.6,52.6,5.5,186.4,7.23,0,4707.6
2026-06-02 22:40:00,364.3,30.9,47.8,5.1,194.3,7.21,0,4796.3
2026-06-02 22:45:00,334.4,34.5,51.6,6.0,176.4,7.35,0,4715.2
2026-06-02 22:50:00,384.0,29.0,47.2,4.6,212.1,7.28,0,4696.1
2026-06-02 22:55:00,366.7,30.4,41.0,5.3,182.4,7.51,0,4678.3
2026-06-02 23:00:00,378.3,33.5,46.2,5.6,215.6,7.19,0,4647.8
2026-06-02 23:05:00,335.3,33.1,42.9,4.5,215.9,7.29,0,4883.3
2026-06-02 23:10:00,333.4,34.2,46.3,5.3,207.2,7.17,0,4445.2
2026-06-02 23:15:00,392.0,34.0,48.4,4.9,191.5,7.34,0,4586.3
2026-06-02 23:20:00,365.7,32.7,45.6,5.1,184.5,7.28,0,4440.0
2026-06-02 23:25:00,378.0,34.5,42.6,5.1,186.7,7.35,0,4569.6
2026-06-02 23:30:00,359.7,32.8,46.2,4.6,182.6,7.23,0,4404.4
2026-06-02 23:35:00,359.9,32.4,49.1,4.7,200.8,7.12,0,4506.0
2026-06-02 23:40:00,327.0,32.2,46.5,5.1,198.6,7.43,0,4425.8
2026-06-02 23:45:00,331.9,30.2,43.1,4.4,238.9,7.39,0,4568.3
2026-06-02 23:50:00,400.1,33.1,46.8,5.1,237.7,7.39,0,4320.8
2026-06-02 23:55:00,385.3,32.6,50.9,4.7,230.9,7.39,0,4315.0
2026-06-03 00:00:00,382.8,32.2,48.0,4.6,192.5,7.31,0,3885.4
2026-06-03 00:05:00,356.4,26.3,46.6,5.1,168.4,7.36,0,3987.1
2026-06-03 00:10:00,352.4,28.9,46.6,4.9,199.6,7.21,0,3953.2
2026-06-03 00:15:00,370.4,29.8,41.1,4.9,191.0,7.26,0,3891.6
2026-06-03 00:20:00,362.4,27.5,44.5,4.7,196.4,7.41,0,3941.2
2026-06-03 00:25:00,370.6,30.2,50.4,5.2,203.9,7.5,0,3691.2
2026-06-03 00:30:00,350.8,31.9,39.5,4.8,208.9,7.33,0,3821.4
2026-06-03 00:35:00,366.8,31.0,39.9,4.7,160.3,6.97,0,3810.9
2026-06-03 00:40:00,323.6,32.1,42.1,5.2,219.9,7.34,0,3796.5
2026-06-03 00:45:00,339.1,32.0,43.0,4.7,213.0,7.44,0,3757.1
2026-06-03 00:50:00,314.8,31.9,44.9,5.2,183.0,7.27,0,3738.7
2026-06-03 00:55:00,322.2,30.1,41.1,4.6,211.1,7.2,0,3719.4
2026-06-03 01:00:00,335.5,31.4,44.5,4.9,188.7,7.4,0,3793.6
2026-06-03 01:05:00,354.5,28.7,50.1,4.8,193.9,7.26,0,3666.9
2026-06-03 01:10:00,392.5,33.5,44.5,5.1,190.1,7.26,0,3469.9
2026-06-03 01:15:00,334.6,31.1,40.2,4.8,178.6,7.13,0,3598.6
2026-06-03 01:20:00,334.6,31.3,43.5,5.0,168.1,7.14,0,3489.2
2026-06-03 01:25:00,343.7,30.3,46.5,5.3,244.4,7.38,0,3419.8
2026-06-03 01:30:00,355.9,29.5,46.2,4.7,203.6,7.18,0,3319.2
2026-06-03 01:35:00,379.0,30.0,46.6,5.2,193.8,7.48,0,3356.7
2026-06-03 01:40:00,338.2,27.0,43.3,4.7,225.4,7.5,0,3347.8
2026-06-03 01:45:00,311.8,31.1,44.4,4.2,158.4,7.2,0,3341.8
2026-06-03 01:50:00,353.7,29.5,52.1,5.1,185.4,7.23,0,3178.6
2026-06-03 01:55:00,341.9,29.1,43.3,5.0,178.0,7.37,0,3181.5
2026-06-03 02:00:00,339.4,26.6,44.3,4.9,180.0,7.45,0,3135.3
2026-06-03 02:05:00,334.5,27.9,45.5,4.7,189.6,7.32,0,3090.1
2026-06-03 02:10:00,389.0,35.1,51.9,4.6,180.4,7.23,0,2991.7
2026-06-03 02:15:00,331.8,28.9,46.9,4.7,154.8,7.26,0,2982.0
2026-06-03 02:20:00,305.4,31.3,44.1,4.8,168.9,7.31,0,2991.0
2026-06-03 02:25:00,317.8,26.7,41.8,4.6,170.4,7.25,0,3010.4
2026-06-03 02:30:00,324.9,27.0,47.2,4.4,179.1,7.42,0,2925.2
2026-06-03 02:35:00,315.0,29.8,44.2,4.7,169.3,7.23,0,2837.0
2026-06-03 02:40:00,330.2,29.4,47.6,4.5,183.5,7.35,0,2861.6
2026-06-03 02:45:00,373.3,28.7,43.7,4.6,183.9,7.38,0,2778.4
2026-06-03 02:50:00,301.7,28.6,41.1,4.8,146.2,7.3,0,2866.3
2026-06-03 02:55:00,294.8,26.8,38.2,4.2,166.2,7.28,0,2886.3
2026-06-03 03:00:00,345.0,31.0,44.4,4.7,190.1,7.3,0,2788.6
2026-06-03 03:05:00,322.3,32.0,37.9,4.4,183.9,7.21,0,2804.9
2026-06-03 03:10:00,327.5,31.2,47.0,4.8,153.1,7.38,0,2715.7
2026-06-03 03:15:00,350.1,26.4,39.1,4.4,200.7,7.29,0,2758.7
2026-06-03 03:20:00,319.6,29.7,38.4,4.6,197.0,7.27,0,2737.2
2026-06-03 03:25:00,293.5,27.4,42.1,4.3,228.9,7.19,0,2791.7
2026-06-03 03:30:00,350.5,28.3,46.1,4.8,218.4,7.49,0,2706.4
2026-06-03 03:35:00,329.9,30.2,42.9,4.1,169.9,7.39,0,2740.1
2026-06-03 03:40:00,335.8,29.8,46.1,4.7,183.4,7.15,0,2693.1
2026-06-03 03:45:00,288.5,28.8,43.4,4.2,186.5,7.36,0,2802.5
2026-06-03 03:50:00,315.3,29.4,45.5,4.5,209.8,7.24,0,2748.4
2026-06-03 03:55:00,329.7,27.6,47.6,4.6,180.9,7.21,0,2786.5
2026-06-03 04:00:00,316.3,27.8,42.2,5.0,211.6,7.23,0,2778.0
2026-06-03 04:05:00,352.7,28.7,43.9,4.2,192.0,7.35,0,2845.5
2026-06-03 04:10:00,326.8,28.4,37.7,4.1,172.1,7.29,0,2928.9
2026-06-03 04:15:00,326.2,29.7,46.7,5.0,165.2,7.29,0,2942.9
2026-06-03 04:20:00,344.6,30.0,41.6,4.5,206.7,7.33,0,3035.6
2026-06-03 04:25:00,327.1,29.4,44.4,4.3,206.1,7.39,0,2961.4
2026-06-03 04:30:00,342.9,29.6,42.9,4.6,208.9,7.53,0,3044.9
